Observation,Year,Sequence,Terminal Fate
SMALL,Y3,0000,SMALL
SMALL,Y3,0000,MEDIUM
SMALL,Y3,0000,SMALL
SMALL,Y3,0000,FLORAL
SMALL,Y3,0000,SMALL
SMALL,Y3,0000,FLORAL
SMALL,Y3,0000,FLORAL
SMALL,Y3,0000,FLORAL
SMALL,Y3,0000,FLORAL
SMALL,Y3,0000,FLORAL
SMALL,Y3,0000,SMALL
SMALL,Y3,0000,SMALL
SMALL,Y3,0000,SMALL
SMALL,Y3,0000,FLORAL
SMALL,Y3,0000,SMALL
SMALL,Y3,0000,SMALL
SMALL,Y3,0000,FLORAL
SMALL,Y3,0000,FLORAL
SMALL,Y3,0000,FLORAL
SMALL,Y3,0000,FLORAL
SMALL,Y3,0000,MEDIUM
SMALL,Y3,0000,FLORAL
SMALL,Y3,0000,FLORAL
SMALL,Y3,0000,LARGE
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,LARGE
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,MEDIUM
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,MEDIUM
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,MEDIUM
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,MEDIUM
SMALL,Y4,0000,MEDIUM
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,LARGE
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,FLORAL
SMALL,Y4,0000,SMALL
SMALL,Y4,0000,SMALL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,SMALL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,SMALL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,SMALL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,SMALL
SMALL,Y5,0000,SMALL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,SMALL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,SMALL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,SMALL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,SMALL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,SMALL
SMALL,Y5,0000,SMALL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,SMALL
SMALL,Y5,0000,SMALL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,MEDIUM
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,MEDIUM
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,MEDIUM
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,SMALL
SMALL,Y5,0000,FLORAL
SMALL,Y5,0000,FLORAL
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y1,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y2,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
FLORAL,Y3,0000,DORMANT
